tanggal,rr
12/23/2021,0.9
12/24/2021,42.3
12/25/2021,70.1
12/26/2021,0
12/27/2021,0.6
12/28/2021,24.1
12/29/2021,47
12/30/2021,0.7
12/31/2021,0
1/1/2022,0
1/2/2022,31.5
1/3/2022,0
1/4/2022,0
1/5/2022,0
1/6/2022,0
1/7/2022,0
1/8/2022,4.5
1/9/2022,6.8
1/10/2022,15.2
1/11/2022,13.5
1/12/2022,19.7
1/13/2022,52.8
1/14/2022,2.4
1/15/2022,0
1/16/2022,0
1/17/2022,0
1/18/2022,9.7
1/19/2022,2.8
1/20/2022,11
1/21/2022,19.4
1/22/2022,0.6
1/23/2022,5.4
1/24/2022,0.9
1/25/2022,0
1/26/2022,1.5
1/27/2022,39.6
1/28/2022,6
1/29/2022,0.2
1/30/2022,0.5
1/31/2022,10.5
2/1/2022,0
2/2/2022,0
2/3/2022,3
2/4/2022,59.1
2/5/2022,33
2/6/2022,2.9
2/7/2022,26.7
2/8/2022,0.4
2/9/2022,0
2/10/2022,0
2/11/2022,65.8
2/12/2022,10.5
2/13/2022,
2/14/2022,97.6
2/15/2022,41.4
2/16/2022,6.9
2/17/2022,26.8
2/18/2022,
2/19/2022,
2/20/2022,0
2/21/2022,0
2/22/2022,0
2/23/2022,
2/24/2022,0
2/25/2022,0
2/26/2022,1.8
2/27/2022,19.7
2/28/2022,0.8
3/1/2022,0.7
3/2/2022,1
3/3/2022,59.8
3/4/2022,3.6
3/5/2022,0
3/6/2022,0.4
3/7/2022,2
3/8/2022,1.2
3/9/2022,4.2
3/10/2022,0
3/11/2022,14
3/12/2022,8.6
3/13/2022,10.8
3/14/2022,2.4
3/15/2022,6.6
3/16/2022,5.5
3/17/2022,43.8
3/18/2022,0
3/19/2022,7.8
3/20/2022,9.8
3/21/2022,2
3/22/2022,0
3/23/2022,
3/24/2022,4.5
3/25/2022,12.1
3/26/2022,
3/27/2022,1.2
3/28/2022,0
3/29/2022,52.6
3/30/2022,0
3/31/2022,45.4
4/1/2022,10.5
4/2/2022,46.3
4/3/2022,43
4/4/2022,24.5
4/5/2022,3.7
4/6/2022,15
4/7/2022,0.8
4/8/2022,3.1
4/9/2022,0
4/10/2022,0
4/11/2022,22.3
4/12/2022,0.8
4/13/2022,2.3
4/14/2022,1.3
4/15/2022,2
4/16/2022,0
4/17/2022,6.2
4/18/2022,6
4/19/2022,11.3
4/20/2022,5.3
4/21/2022,25.2
4/22/2022,1.8
4/23/2022,0
4/24/2022,17.4
4/25/2022,14.2
4/26/2022,0
4/27/2022,3.3
4/28/2022,
4/29/2022,0
4/30/2022,0
5/1/2022,0
5/2/2022,0
5/3/2022,0
5/4/2022,2.5
5/5/2022,6.5
5/6/2022,0
5/7/2022,69
5/8/2022,12
5/9/2022,2.5
5/10/2022,24.5
5/11/2022,0
5/12/2022,0.7
5/13/2022,0
5/14/2022,1.3
5/15/2022,2.4
5/16/2022,0.3
5/17/2022,0
5/18/2022,0
5/19/2022,3.9
5/20/2022,21.3
5/21/2022,7.2
5/22/2022,4
5/23/2022,
5/24/2022,0
5/25/2022,13.8
5/26/2022,21.8
5/27/2022,35.5
5/28/2022,0
5/29/2022,0
5/30/2022,
5/31/2022,2.4
6/1/2022,47.3
6/2/2022,0
6/3/2022,4
6/4/2022,0
6/5/2022,5
6/6/2022,1
6/7/2022,8.2
6/8/2022,
6/9/2022,58.5
6/10/2022,0
6/11/2022,0
6/12/2022,36.3
6/13/2022,
6/14/2022,69.5
6/15/2022,0.8
6/16/2022,0
6/17/2022,11.5
6/18/2022,13.8
6/19/2022,6
6/20/2022,0.4
6/21/2022,0
6/22/2022,0
6/23/2022,0
6/24/2022,0
6/25/2022,0
6/26/2022,0
6/27/2022,5.8
6/28/2022,0
6/29/2022,0
6/30/2022,0
7/1/2022,0
7/2/2022,
7/3/2022,7.7
7/4/2022,0.7
7/5/2022,
7/6/2022,0
7/7/2022,2.2
7/8/2022,0
7/9/2022,0
7/10/2022,0
7/11/2022,0
7/12/2022,81.1
7/13/2022,0
7/14/2022,8.5
7/15/2022,0
7/16/2022,0.4
7/17/2022,0
7/18/2022,0
7/19/2022,0
7/20/2022,0
7/21/2022,0
7/22/2022,0
7/23/2022,0
7/24/2022,0
7/25/2022,0
7/26/2022,0
7/27/2022,0
7/28/2022,0
7/29/2022,
7/30/2022,0
7/31/2022,0
8/1/2022,0
8/2/2022,
8/3/2022,
8/4/2022,
8/5/2022,0
8/6/2022,0
8/7/2022,3.1
8/8/2022,0.2
8/9/2022,0
8/10/2022,
8/11/2022,0
8/12/2022,2.9
8/13/2022,5.4
8/14/2022,4.2
8/15/2022,7
8/16/2022,7
8/17/2022,5.9
8/18/2022,0
8/19/2022,
8/20/2022,
8/21/2022,0
8/22/2022,0
8/23/2022,0
8/24/2022,
8/25/2022,0
8/26/2022,
8/27/2022,0
8/28/2022,0.6
8/29/2022,0
8/30/2022,
8/31/2022,
9/1/2022,10.2
9/2/2022,0
9/3/2022,0.8
9/4/2022,0
9/5/2022,0
9/6/2022,0
9/7/2022,0
9/8/2022,28.3
9/9/2022,17.6
9/10/2022,6.9
9/11/2022,29.3
9/12/2022,0
9/13/2022,
9/14/2022,0
9/15/2022,0
9/16/2022,0
9/17/2022,0.4
9/18/2022,0
9/19/2022,0
9/20/2022,0
9/21/2022,
9/22/2022,0.3
9/23/2022,0
9/24/2022,14.2
9/25/2022,
9/26/2022,0
9/27/2022,0.3
9/28/2022,
9/29/2022,3.8
9/30/2022,0
10/1/2022,20.7
10/2/2022,27.1
10/3/2022,7.3
10/4/2022,64.7
10/5/2022,0
10/6/2022,4.9
10/7/2022,0.9
10/8/2022,16.6
10/9/2022,13.2
10/10/2022,18.5
10/11/2022,2.8
10/12/2022,35.5
10/13/2022,2.2
10/14/2022,16.9
10/15/2022,0.7
10/16/2022,
10/17/2022,8.5
10/18/2022,58
10/19/2022,13.9
10/20/2022,25.8
10/21/2022,11.1
10/22/2022,13.2
10/23/2022,0
10/24/2022,0
10/25/2022,2.5
10/26/2022,24.4
10/27/2022,14.5
10/28/2022,0
10/29/2022,0
10/30/2022,0
10/31/2022,
11/1/2022,0
11/2/2022,8.3
11/3/2022,3.4
11/4/2022,9.1
11/5/2022,2.9
11/6/2022,8.7
11/7/2022,38.3
11/8/2022,29.7
11/9/2022,30.5
11/10/2022,32.6
11/11/2022,0.5
11/12/2022,0
11/13/2022,60.2
11/14/2022,25
11/15/2022,41.6
11/16/2022,8
11/17/2022,7
11/18/2022,18.5
11/19/2022,49
11/20/2022,0.3
11/21/2022,0.9
11/22/2022,2.9
11/23/2022,1
11/24/2022,10.6
11/25/2022,4
11/26/2022,1.2
11/27/2022,4.5
11/28/2022,3.8
11/29/2022,0
11/30/2022,11.4
12/1/2022,7
12/2/2022,0
12/3/2022,2
12/4/2022,0.3
12/5/2022,12.7
12/6/2022,52.5
12/7/2022,16.4
12/8/2022,9
12/9/2022,0
12/10/2022,1
12/11/2022,0
12/12/2022,37.7
12/13/2022,
12/14/2022,3.7
12/15/2022,12.2
12/16/2022,20.9
12/17/2022,1
12/18/2022,1.9
12/19/2022,0
12/20/2022,1.6
12/21/2022,0
12/22/2022,5.5
12/23/2022,33.3
12/24/2022,37.5
12/25/2022,19.5
12/26/2022,8.6
12/27/2022,46
12/28/2022,3.4
12/29/2022,40.7
12/30/2022,1.8
12/31/2022,0
1/1/2023,0.8
1/2/2023,0
1/3/2023,2
1/4/2023,
1/5/2023,20.6
1/6/2023,20.1
1/7/2023,5.1
1/8/2023,14.5
1/9/2023,1.6
1/10/2023,0
1/11/2023,3.7
1/12/2023,0
1/13/2023,0
1/14/2023,0
1/15/2023,4.3
1/16/2023,12
1/17/2023,3
1/18/2023,1.7
1/19/2023,1.7
1/20/2023,62.9
1/21/2023,7.4
1/22/2023,0
1/23/2023,1.4
1/24/2023,0
1/25/2023,
1/26/2023,16.5
1/27/2023,33.4
1/28/2023,0.2
1/29/2023,37.6
1/30/2023,45.9
1/31/2023,1.3
2/1/2023,3.4
2/2/2023,8.9
2/3/2023,21.3
2/4/2023,0
2/5/2023,8.6
2/6/2023,0
2/7/2023,0
2/8/2023,54.6
2/9/2023,15.6
2/10/2023,3.5
2/11/2023,7
2/12/2023,10.9
2/13/2023,33.5
2/14/2023,43.5
2/15/2023,40.8
2/16/2023,16.6
2/17/2023,22.8
2/18/2023,3.8
2/19/2023,
2/20/2023,0.3
2/21/2023,2
2/22/2023,1.5
2/23/2023,11.1
2/24/2023,9.6
2/25/2023,4.9
2/26/2023,4
2/27/2023,32.9
2/28/2023,0
3/1/2023,6.6
3/2/2023,39.3
3/3/2023,12.4
3/4/2023,4
3/5/2023,0
3/6/2023,1.1
3/7/2023,0
3/8/2023,0
3/9/2023,0
3/10/2023,3.4
3/11/2023,0
3/12/2023,0
3/13/2023,
3/14/2023,3
3/15/2023,0
3/16/2023,0
3/17/2023,0
3/18/2023,76
3/19/2023,
3/20/2023,6.3
3/21/2023,8
3/22/2023,0
3/23/2023,1.1
3/24/2023,0
3/25/2023,0
3/26/2023,51.9
3/27/2023,45
3/28/2023,0
3/29/2023,0
3/30/2023,13.4
3/31/2023,2.2
4/1/2023,0
4/2/2023,13.3
4/3/2023,1.5
4/4/2023,3.7
4/5/2023,0.4
4/6/2023,0
4/7/2023,
4/8/2023,0
4/9/2023,0
4/10/2023,10
4/11/2023,1.6
4/12/2023,
4/13/2023,7
4/14/2023,0.2
4/15/2023,0.3
4/16/2023,
4/17/2023,
4/18/2023,
4/19/2023,0.2
4/20/2023,0
4/21/2023,
4/22/2023,19.2
4/23/2023,0.2
4/24/2023,72.9
4/25/2023,46.5
4/26/2023,4.5
4/27/2023,24.9
4/28/2023,6.7
4/29/2023,2.7
4/30/2023,6.3
5/1/2023,0.2
5/2/2023,16.7
5/3/2023,
5/4/2023,
5/5/2023,64.8
5/6/2023,3.5
5/7/2023,8.3
5/8/2023,4.1
5/9/2023,0.2
5/10/2023,0
5/11/2023,0.4
5/12/2023,2.8
5/13/2023,
5/14/2023,0
5/15/2023,
5/16/2023,
5/17/2023,
5/18/2023,0
5/19/2023,0
5/20/2023,0
5/21/2023,0
5/22/2023,0
5/23/2023,0.2
5/24/2023,
5/25/2023,0
5/26/2023,
5/27/2023,
5/28/2023,0
5/29/2023,0
5/30/2023,
5/31/2023,0
6/1/2023,0
6/2/2023,
6/3/2023,
6/4/2023,
6/5/2023,0
6/6/2023,0
6/7/2023,
6/8/2023,0
6/9/2023,
6/10/2023,0
6/11/2023,0
6/12/2023,0
6/13/2023,0
6/14/2023,0
6/15/2023,0
6/16/2023,0
6/17/2023,
6/18/2023,
6/19/2023,0
6/20/2023,
6/21/2023,0
6/22/2023,
6/23/2023,0
6/24/2023,
6/25/2023,0.4
6/26/2023,0
6/27/2023,
6/28/2023,0.2
6/29/2023,0.8
6/30/2023,0.7
7/1/2023,3.4
7/2/2023,0
7/3/2023,
7/4/2023,0.7
7/5/2023,
7/6/2023,5.8
7/7/2023,2.8
7/8/2023,0.7
7/9/2023,14.7
7/10/2023,0
7/11/2023,
7/12/2023,
7/13/2023,
7/14/2023,1.8
7/15/2023,1.3
7/16/2023,0
7/17/2023,0
7/18/2023,0
7/19/2023,0
7/20/2023,0
7/21/2023,0
7/22/2023,0
7/23/2023,0
7/24/2023,0
7/25/2023,0
7/26/2023,0
7/27/2023,0.2
7/28/2023,0
7/29/2023,0
7/30/2023,0
7/31/2023,0
8/1/2023,0
8/2/2023,0
8/3/2023,
8/4/2023,0
8/5/2023,0
8/6/2023,0
8/7/2023,0
8/8/2023,0
8/9/2023,
8/10/2023,0
8/11/2023,0.2
8/12/2023,0.4
8/13/2023,0
8/14/2023,0
8/15/2023,0
8/16/2023,0.2
8/17/2023,0.2
8/18/2023,3.2
8/19/2023,0
8/20/2023,0
8/21/2023,
8/22/2023,
8/23/2023,0
8/24/2023,
8/25/2023,0
8/26/2023,0
8/27/2023,0
8/28/2023,0
8/29/2023,
8/30/2023,0
8/31/2023,0
9/1/2023,0
9/2/2023,0
9/3/2023,
9/4/2023,0.2
9/5/2023,0
9/6/2023,
9/7/2023,0
9/8/2023,0
9/9/2023,0
9/10/2023,0
9/11/2023,0.7
9/12/2023,0
9/13/2023,0
9/14/2023,0
9/15/2023,0
9/16/2023,0
9/17/2023,0
9/18/2023,0
9/19/2023,0
9/20/2023,0
9/21/2023,0
9/22/2023,0
9/23/2023,0
9/24/2023,0
9/25/2023,0
9/26/2023,0
9/27/2023,0
9/28/2023,0
9/29/2023,0
9/30/2023,
10/1/2023,0
10/2/2023,0
10/3/2023,
10/4/2023,0
10/5/2023,0
10/6/2023,0
10/7/2023,0
10/8/2023,0
10/9/2023,0
10/10/2023,
10/11/2023,0
10/12/2023,0
10/13/2023,0
10/14/2023,0
10/15/2023,0
10/16/2023,0
10/17/2023,0
10/18/2023,0
10/19/2023,
10/20/2023,0
10/21/2023,0
10/22/2023,0
10/23/2023,0
10/24/2023,0
10/25/2023,0
10/26/2023,0
10/27/2023,0
10/28/2023,0
10/29/2023,0
10/30/2023,0
10/31/2023,0
11/1/2023,0
11/2/2023,0
11/3/2023,0
11/4/2023,0
11/5/2023,0.9
11/6/2023,0.8
11/7/2023,2
11/8/2023,0
11/9/2023,0.6
11/10/2023,0
11/11/2023,0
11/12/2023,11
11/13/2023,125.3
11/14/2023,0.5
11/15/2023,2
11/16/2023,35.8
11/17/2023,0
11/18/2023,0
11/19/2023,0
11/20/2023,0
11/21/2023,1.7
11/22/2023,
11/23/2023,0
11/24/2023,0
11/25/2023,24.9
11/26/2023,3
11/27/2023,0
11/28/2023,7.5
11/29/2023,1.5
11/30/2023,
12/1/2023,5.6
12/2/2023,37.6
12/3/2023,0
12/4/2023,12.3
12/5/2023,27.3
12/6/2023,
12/7/2023,0
12/8/2023,0
12/9/2023,0
12/10/2023,
12/11/2023,25
12/12/2023,0
12/13/2023,0
12/14/2023,0
12/15/2023,0
12/16/2023,0
12/17/2023,0
12/18/2023,0
12/19/2023,0
12/20/2023,0
12/21/2023,0
12/22/2023,0
12/23/2023,0
12/24/2023,0
12/25/2023,0
12/26/2023,0
12/27/2023,0
12/28/2023,2
12/29/2023,43.6
12/30/2023,0.6
12/31/2023,49.5
